261981	24/12/2014	SECRETARIA DE AGRICULTURA, GANADERIA, DESARROLLO RURAL, PESCA Y ALIMENTACION	5377271	24/12/2014	NOM- 036-PESC-2007	Proyecto de Modificación a la Norma Oficial Mexicana NOM- 036-PESC-2007, Pesca responsable en el Lago de Pátzcuaro ubicado en el Estado de Michoacán. Especificaciones para el aprovechamiento de los recursos pesqueros	http://diariooficial.gob.mx/nota_detalle.php?codigo=5377271&fecha=24/12/2014
261961	23/12/2014	SECRETARIA DE AGRICULTURA, GANADERIA, DESARROLLO RURAL, PESCA Y ALIMENTACION	5376954	23/12/2014	NOM-033-SAG	Norma Oficial Mexicana NOM-033-SAG/PESC-2014, Pesca responsable en el Sistema Lagunar Champayán y Río Tamesí, incluyendo las lagunas Chairel y La Escondida, ubicados en el Estado de Tamaulipas. Especificaciones para el aprovechamiento de los recursos pesqueros	http://diariooficial.gob.mx/nota_detalle.php?codigo=5376954&fecha=23/12/2014
261961	23/12/2014	SECRETARIA DE AGRICULTURA, GANADERIA, DESARROLLO RURAL, PESCA Y ALIMENTACION	5376955	23/12/2014	NOM-016-   PESC-1994	Proyecto de Modificación a la Norma Oficial Mexicana NOM-016-   PESC-1994, Para regular la pesca de lisa y liseta o lebrancha en aguas de jurisdicción federal del Golfo de México y Mar Caribe, así como del Océano Pacífico, incluyendo el Golfo de California	http://diariooficial.gob.mx/nota_detalle.php?codigo=5376955&fecha=23/12/2014
261961	23/12/2014	COMISION REGULADORA DE ENERGIA	5376972	23/12/2014	NOM-011-SECRE-2000	Aviso sobre la autorización para el uso de una tecnología alternativa para el cumplimiento de las finalidades de la Norma Oficial Mexicana NOM-011-SECRE-2000, Gas natural comprimido para uso automotor. Requisitos mínimos de seguridad en instalaciones vehiculares	http://diariooficial.gob.mx/nota_detalle.php?codigo=5376972&fecha=23/12/2014
261941	22/12/2014	SECRETARIA DE MEDIO AMBIENTE Y RECURSOS NATURALES	5376890	22/12/2014	NOM-166-SEMARNAT-2014	Respuestas a los comentarios recibidos en torno al Proyecto de Norma Oficial Mexicana PROY-NOM-166-SEMARNAT-2014, Control de emisiones atmosféricas en la fundición secundaria de plomo, publicado el 22 de abril de 2014	http://diariooficial.gob.mx/nota_detalle.php?codigo=5376890&fecha=22/12/2014
261941	22/12/2014	SECRETARIA DE ECONOMIA	5376893	22/12/2014	NOM-195-SCFI-2014	Proyecto de Norma Oficial Mexicana PROY-NOM-195-SCFI-2014, Productos de hierro y acero&#226;&#147;Especificaciones de Seguridad	http://diariooficial.gob.mx/nota_detalle.php?codigo=5376893&fecha=22/12/2014
261921	19/12/2014	SECRETARIA DE ENERGIA	5376677	19/12/2014	NOM-001-SESH-2014	Convocatoria a los interesados en obtener la aprobación como Unidad de Verificación en la Norma Oficial Mexicana NOM-001-SESH-2014, Plantas de distribución de Gas L.P. Dise&ntilde;o, construcción y condiciones seguras en su operación	http://diariooficial.gob.mx/nota_detalle.php?codigo=5376677&fecha=19/12/2014
261921	19/12/2014	SECRETARIA DE ENERGIA	5376678	19/12/2014	NOM-010-SESH-2012	Nota Aclaratoria a la Norma Oficial Mexicana NOM-010-SESH-2012,   Aparatos domésticos para cocinar alimentos que utilizan Gas L.P. o Gas Natural. Especificaciones y métodos de prueba, publicada el 29 de mayo de 2013	http://diariooficial.gob.mx/nota_detalle.php?codigo=5376678&fecha=19/12/2014
261901	18/12/2014	SECRETARIA DE AGRICULTURA, GANADERIA, DESARROLLO RURAL, PESCA Y ALIMENTACION	5376424	18/12/2014	NOM- 033-ZOO-1995	Proyecto de Modificación a la Norma Oficial Mexicana NOM- 033-ZOO-1995, Sacrificio humanitario de los animales domésticos y silvestres	http://diariooficial.gob.mx/nota_detalle.php?codigo=5376424&fecha=18/12/2014
261881	17/12/2014	SECRETARIA DE MEDIO AMBIENTE Y RECURSOS NATURALES	5376263	17/12/2014	NOM- 044-SEMARNAT-2006	Proyecto de Modificación a la Norma Oficial Mexicana NOM- 044-SEMARNAT-2006, Que establece los límites máximos permisibles de emisión de hidrocarburos totales, hidrocarburos no metano, monóxido de carbono, óxidos de nitrógeno y partículas provenientes del escape de motores nuevos que usan diesel como combustible y que se utilizarán para la propulsión de vehículos automotores nuevos con peso bruto vehicular mayor de 3,857 kilogramos	http://diariooficial.gob.mx/nota_detalle.php?codigo=5376263&fecha=17/12/2014
261881	17/12/2014	SECRETARIA DE ECONOMIA	5376266	17/12/2014	NOM-193-SCFI-2013	Respuestas a los comentarios recibidos al Proyecto de Norma Oficial Mexicana PROY-NOM-193-SCFI-2013, Crema y cremas preparadas-Especificaciones y métodos de prueba, publicado el 24 de diciembre de 2013	http://diariooficial.gob.mx/nota_detalle.php?codigo=5376266&fecha=17/12/2014
261862	16/12/2014	SECRETARIA DE MEDIO AMBIENTE Y RECURSOS NATURALES	5376036	16/12/2014	NOM-016-SEMARNAT-2013	Acuerdo por el que se establecen medidas de simplificación administrativa para la importación de madera aserrada nueva procedente de los Estados Unidos de América o Canadá, para el cumplimiento de la Norma Oficial Mexicana NOM-016-SEMARNAT-2013, Que regula fitosanitariamente la importación de madera aserrada nueva	http://diariooficial.gob.mx/nota_detalle.php?codigo=5376036&fecha=16/12/2014
261862	16/12/2014	SECRETARIA DE MEDIO AMBIENTE Y RECURSOS NATURALES	5376037	16/12/2014	NOM-135-SEMARNAT-2004	Acuerdo que reforma, adiciona y deroga diversas disposiciones de la Norma Oficial Mexicana NOM-135-SEMARNAT-2004, Para la regulación de la captura para investigación, transporte, exhibición, manejo y manutención de mamíferos marinos en cautiverio, publicada el 27 de agosto de 2004	http://diariooficial.gob.mx/nota_detalle.php?codigo=5376037&fecha=16/12/2014
261862	16/12/2014	SECRETARIA DE MEDIO AMBIENTE Y RECURSOS NATURALES	5376038	16/12/2014	NOM- 133-SEMARNAT-2000	Proyecto de Modificación a la Norma Oficial Mexicana NOM- 133-SEMARNAT-2000, Protección Ambiental-Bifenilos Policlorados (BPCs) Especificaciones de manejo	http://diariooficial.gob.mx/nota_detalle.php?codigo=5376038&fecha=16/12/2014
261862	16/12/2014	SECRETARIA DE ENERGIA	5376041	16/12/2014	NOM-027-SESH-2010	Respuesta a los comentarios recibidos respecto del Proyecto de Modificación a la Norma Oficial Mexicana NOM-027-SESH-2010, Administración de la integridad de ductos de recolección y transporte de hidrocarburos	http://diariooficial.gob.mx/nota_detalle.php?codigo=5376041&fecha=16/12/2014
261862	16/12/2014	SECRETARIA DE COMUNICACIONES Y TRANSPORTES	5376043	16/12/2014	NOM-040-SCT-2-2012 vigente	Aviso a todos los usuarios y permisionarios del servicio de autotransporte federal y transporte privado de carga especializada de objetos indivisibles de gran peso y/ o volumen y grúas industriales que transiten por caminos y puentes de jurisdicción federal, por el que se hacen de su conocimiento los horarios de operación que se aplicarán en el periodo vacacional comprendido de las 00:00 horas del 19 de diciembre de 2014, a las 23:59 horas del 6 de enero de 2015, de conformidad con el numeral 5.6 de la NOM-040-SCT-2-2012 vigente	http://diariooficial.gob.mx/nota_detalle.php?codigo=5376043&fecha=16/12/2014
261841	15/12/2014	SECRETARIA DE MEDIO AMBIENTE Y RECURSOS NATURALES	5375911	15/12/2014	NOM- 085-SEMARNAT-2011	Acuerdo de Modificación de la Norma Oficial Mexicana NOM- 085-SEMARNAT-2011, Contaminación atmosférica-niveles máximos permisibles de emisión de los equipos de combustión de calentamiento indirecto y su medición	http://diariooficial.gob.mx/nota_detalle.php?codigo=5375911&fecha=15/12/2014
261801	11/12/2014	SECRETARIA DE SALUD	5375517	11/12/2014	NOM-257-SSA1-2014	Norma Oficial Mexicana NOM-257-SSA1-2014, En materia de medicamentos biotecnológicos	http://diariooficial.gob.mx/nota_detalle.php?codigo=5375517&fecha=11/12/2014
261761	10/12/2014	SECRETARIA DE AGRICULTURA, GANADERIA, DESARROLLO RURAL, PESCA Y ALIMENTACION	5375354	10/12/2014	NOM-034-SAG	Norma Oficial Mexicana NOM-034-SAG/PESC-2014, Pesca responsable en el embalse de la presa Emilio Portes Gil (San Lorenzo), ubicada en el Estado de Tamaulipas. Especificaciones para el aprovechamiento de los recursos pesqueros	http://diariooficial.gob.mx/nota_detalle.php?codigo=5375354&fecha=10/12/2014
261761	10/12/2014	SECRETARIA DE AGRICULTURA, GANADERIA, DESARROLLO RURAL, PESCA Y ALIMENTACION	5375355	10/12/2014	NOM-001-SAG	Respuesta a los comentarios y modificaciones efectuadas al Proyecto de Norma Oficial Mexicana PROY-NOM-001-SAG/BIO-2014, Especificaciones generales de etiquetado de organismos genéticamente modificados que sean semillas o material vegetativo destinados a siembra, cultivo y producción agrícola, publicado el 28 de mayo de 2014	http://diariooficial.gob.mx/nota_detalle.php?codigo=5375355&fecha=10/12/2014
261722	09/12/2014	SECRETARIA DEL TRABAJO Y PREVISION SOCIAL	5375011	09/12/2014	NOM-020-STPS-2011	Procedimiento alternativo autorizado por la Secretaría del Trabajo y Previsión Social para la Norma Oficial Mexicana NOM-020-STPS-2011, Recipientes sujetos a presión, recipientes criogénicos y generadores de vapor o calderas-Funcionamiento-Condiciones de seguridad	http://diariooficial.gob.mx/nota_detalle.php?codigo=5375011&fecha=09/12/2014
261722	09/12/2014	SECRETARIA DEL TRABAJO Y PREVISION SOCIAL	5375012	09/12/2014	NOM-010-STPS-1999	Procedimiento alternativo autorizado por la Secretaría del Trabajo y Previsión Social para la Norma Oficial Mexicana NOM-010-STPS-1999, Condiciones de seguridad e higiene en los centros de trabajo donde se manejen, transporten, procesen o almacenen sustancias químicas capaces de generar contaminación en el medio ambiente laboral	http://diariooficial.gob.mx/nota_detalle.php?codigo=5375012&fecha=09/12/2014
261722	09/12/2014	SECRETARIA DE SALUD	5375019	09/12/2014	NOM-011-SSA3-2014	Norma Oficial Mexicana NOM-011-SSA3-2014, Criterios para la atención de enfermos en situación terminal a través de cuidados paliativos	http://diariooficial.gob.mx/nota_detalle.php?codigo=5375019&fecha=09/12/2014
261722	09/12/2014	SECRETARIA DE AGRICULTURA, GANADERIA, DESARROLLO RURAL, PESCA Y ALIMENTACION	5375048	09/12/2014	NOM-070-SAG	Norma Oficial Mexicana NOM-070-SAG/PESC-2014, Pesca responsable en el embalse de la presa La Mu&ntilde;eca, ubicada en el Estado de San Luis Potosí. Especificaciones para el aprovechamiento de los recursos pesqueros	http://diariooficial.gob.mx/nota_detalle.php?codigo=5375048&fecha=09/12/2014
261701	08/12/2014	SECRETARIA DE AGRICULTURA, GANADERIA, DESARROLLO RURAL, PESCA Y ALIMENTACION	5374639	08/12/2014	NOM-014-SAG	Proyecto de Norma Oficial Mexicana NOM-014-SAG/PESC- 2014, Especificaciones para regular el aprovechamiento de almeja generosa (Panopea generosa y Panopea globosa) en aguas de jurisdicción federal del litoral del Océano Pacífico y Golfo de California	http://diariooficial.gob.mx/nota_detalle.php?codigo=5374639&fecha=08/12/2014
261681	05/12/2014	SECRETARIA DE AGRICULTURA, GANADERIA, DESARROLLO RURAL, PESCA Y ALIMENTACION	5374444	05/12/2014	NOM-022-SAG	Proyecto de Norma Oficial Mexicana NOM-022-SAG/PESC-2014, Para regular el aprovechamiento de las especies de túnidos con embarcaciones vareras en aguas de jurisdicción federal de los Estados Unidos Mexicanos	http://diariooficial.gob.mx/nota_detalle.php?codigo=5374444&fecha=05/12/2014
261681	05/12/2014	SECRETARIA DE AGRICULTURA, GANADERIA, DESARROLLO RURAL, PESCA Y ALIMENTACION	5374445	05/12/2014	NOM-007- PESC-1993	Proyecto de Modificación a la Norma Oficial Mexicana NOM-007- PESC-1993, Para regular el aprovechamiento de las poblaciones de erizo rojo en aguas de jurisdicción federal del Océano Pacífico de la Costa Oeste de Baja California	http://diariooficial.gob.mx/nota_detalle.php?codigo=5374445&fecha=05/12/2014
261681	05/12/2014	SECRETARIA DE COMUNICACIONES Y TRANSPORTES	5374458	05/12/2014	NOM-068-SCT-2-2012	Respuestas a los comentarios recibidos respecto del Proyecto de Norma Oficial Mexicana PROY-NOM-068-SCT-2-2012, Transporte terrestre-Servicio de autotransporte federal de pasaje, turismo, carga, sus servicios auxiliares y transporte privado-Condiciones físico- mecánica y de seguridad para la operación en vías generales de comunicación de jurisdicción federal, publicado el 22 de marzo de 2013	http://diariooficial.gob.mx/nota_detalle.php?codigo=5374458&fecha=05/12/2014
261661	04/12/2014	SECRETARIA DE AGRICULTURA, GANADERIA, DESARROLLO RURAL, PESCA Y ALIMENTACION	5374148	04/12/2014	NOM-003- PESC-1993	Proyecto de Modificación a la Norma Oficial Mexicana NOM-003- PESC-1993, Para regular el aprovechamiento de las especies de sardina monterrey, pi&ntilde;a, crinuda, bocona, japonesa, y de las especies anchoveta y macarela, con embarcaciones de cerco, en aguas de jurisdicción federal del Océano Pacífico, incluyendo el Golfo de California	http://diariooficial.gob.mx/nota_detalle.php?codigo=5374148&fecha=04/12/2014
261565	27/11/2014	SECRETARIA DE ENERGIA	5372759	27/11/2014	NOM-022-ENER	Norma Oficial Mexicana NOM-022-ENER/SCFI-2014, Eficiencia energética y requisitos de seguridad al usuario para aparatos de refrigeración comercial autocontenidos. Límites, métodos de prueba y etiquetado	http://diariooficial.gob.mx/nota_detalle.php?codigo=5372759&fecha=27/11/2014
261565	27/11/2014	SECRETARIA DE SALUD	5372776	27/11/2014	NOM-013-SSA2- 2014	Proyecto de Norma Oficial Mexicana PROY-NOM-013-SSA2- 2014, Para la prevención y control de enfermedades bucales	http://diariooficial.gob.mx/nota_detalle.php?codigo=5372776&fecha=27/11/2014
261504	26/11/2014	SECRETARIA DE MEDIO AMBIENTE Y RECURSOS NATURALES	5371998	26/11/2014	NOM-047-SEMARNAT-2014	Norma Oficial Mexicana NOM-047-SEMARNAT-2014, Que establece las características del equipo y el procedimiento de medición para la verificación de los límites de emisión de contaminantes, provenientes de los vehículos automotores en circulación que usan gasolina, gas licuado de petróleo, gas natural u otros combustibles alternos	http://diariooficial.gob.mx/nota_detalle.php?codigo=5371998&fecha=26/11/2014
261474	25/11/2014	SECRETARIA DE SALUD	5371546	25/11/2014	NOM-257-SSA1-2013	Respuesta a los comentarios recibidos respecto del Proyecto de Norma Oficial Mexicana PROY-NOM-257-SSA1-2013, Autorización de medicamentos, registro, renovación y modificaciones, publicado el 6 de mayo de 2013	http://diariooficial.gob.mx/nota_detalle.php?codigo=5371546&fecha=25/11/2014
261421	21/11/2014	SECRETARIA DE SALUD	5369071	21/11/2014	NOM-036-SSA2-2014	Proyecto de Norma Oficial Mexicana PROY-NOM-036-SSA2-2014, Prevención y control de enfermedades. Aplicación de vacunas, toxoides, faboterápicos (sueros) e inmunoglobulinas en el humano	http://diariooficial.gob.mx/nota_detalle.php?codigo=5369071&fecha=21/11/2014
261381	19/11/2014	SECRETARIA DE SALUD	5368775	19/11/2014	NOM-011-SSA3-2007	Respuestas a los comentarios recibidos al Proyecto de Norma Oficial Mexicana PROY-NOM-011-SSA3-2007, Criterios para la atención de enfermos en fase terminal a través   de cuidados paliativos, publicado el 22 de diciembre de 2008	http://diariooficial.gob.mx/nota_detalle.php?codigo=5368775&fecha=19/11/2014
261341	14/11/2014	SECRETARIA DE COMUNICACIONES Y TRANSPORTES	5368355	14/11/2014	NOM-012-SCT-2-2014	Norma Oficial Mexicana NOM-012-SCT-2-2014, Sobre el peso y dimensiones máximas con los que pueden circular los vehículos de autotransporte que transitan en las vías generales de comunicación de jurisdicción federal	http://diariooficial.gob.mx/nota_detalle.php?codigo=5368355&fecha=14/11/2014
261281	11/11/2014	SECRETARIA DE SALUD	5367732	11/11/2014	NOM-014-SSA3-2013	Norma Oficial Mexicana NOM-014-SSA3-2013, Para la asistencia social alimentaria a grupos de riesgo	http://diariooficial.gob.mx/nota_detalle.php?codigo=5367732&fecha=11/11/2014
261241	07/11/2014	SECRETARIA DEL TRABAJO Y PREVISION SOCIAL	5367534	07/11/2014	NOM-018-STPS-2014	Proyecto de Norma Oficial Mexicana PROY-NOM-018-STPS-2014, Sistema armonizado para la identificación y comunicación de peligros y riesgos por sustancias químicas peligrosas en los centros de trabajo	http://diariooficial.gob.mx/nota_detalle.php?codigo=5367534&fecha=07/11/2014
261201	05/11/2014	SECRETARIA DE MEDIO AMBIENTE Y RECURSOS NATURALES	5367196	05/11/2014	NOM-161-SEMARNAT-2011	Acuerdo por el que se modifica la Norma Oficial Mexicana NOM-161-SEMARNAT-2011, Que establece los criterios para clasificar a los residuos de manejo especial y determinar cuáles están sujetos a plan de manejo; el listado de los mismos, el procedimiento para la inclusión o exclusión a dicho listado; así como los elementos y procedimientos para la formulación de los planes de manejo	http://diariooficial.gob.mx/nota_detalle.php?codigo=5367196&fecha=05/11/2014
261181	04/11/2014	SECRETARIA DEL TRABAJO Y PREVISION SOCIAL	5366837	04/11/2014	NOM-033-STPS-2014	Proyecto de Norma Oficial Mexicana PROY-NOM-033-STPS-2014, Condiciones de seguridad para realizar trabajos en espacios confinados	http://diariooficial.gob.mx/nota_detalle.php?codigo=5366837&fecha=04/11/2014
261161	03/11/2014	SECRETARIA DE AGRICULTURA, GANADERIA, DESARROLLO RURAL, PESCA Y ALIMENTACION	5366755	03/11/2014	NOM-026-FITO-1995	Modificación a la Norma Oficial Mexicana NOM-026-FITO-1995, Por la que se establece el control de plagas del algodonero	http://diariooficial.gob.mx/nota_detalle.php?codigo=5366755&fecha=03/11/2014
260981	23/10/2014	SECRETARIA DE SALUD	5365251	23/10/2014	NOM-014-SSA3-2012	Respuestas a los comentarios recibidos del Proyecto de Norma Oficial Mexicana PROY-NOM-014-SSA3-2012, Para la asistencia social alimentaria a grupos de riesgo, publicado el 13 de diciembre de 2012	http://diariooficial.gob.mx/nota_detalle.php?codigo=5365251&fecha=23/10/2014
260961	22/10/2014	SECRETARIA DE ENERGIA	5365134	22/10/2014	NOM-001-SESH-2014	Norma Oficial Mexicana NOM-001-SESH-2014, Plantas de distribución de Gas L.P. Dise&ntilde;o, construcción y condiciones seguras en su operación	http://diariooficial.gob.mx/nota_detalle.php?codigo=5365134&fecha=22/10/2014
260941	21/10/2014	SECRETARIA DE SALUD	5364816	21/10/2014	NOM-033-SSA3-2013	Proyecto de Modificación a la Norma Oficial Mexicana NOM-234- SSA1-2003, Utilización de campos clínicos para ciclos clínicos e internado de pregrado, para quedar como: Proyecto de Norma Oficial Mexicana PROY-NOM-033-SSA3-2013, Educación en Salud. Criterios para la utilización de los establecimientos para la atención médica como campos clínicos para ciclos clínicos e internado de pregrado de la licenciatura en medicina	http://diariooficial.gob.mx/nota_detalle.php?codigo=5364816&fecha=21/10/2014
260881	17/10/2014	SECRETARIA DE COMUNICACIONES Y TRANSPORTES	5364527	17/10/2014	NOM-012-SCT-2-2014	Respuestas a los comentarios recibidos respecto del Proyecto de Norma Oficial Mexicana PROY-NOM-012-SCT-2-2014, Sobre el peso y dimensiones máximas con los que pueden circular los vehículos de autotransporte que transitan en las vías generales de comunicación de jurisdicción federal, publicado el 11 de junio de 2014. (Continúa en la Cuarta Sección)	http://diariooficial.gob.mx/nota_detalle.php?codigo=5364527&fecha=17/10/2014
260881	17/10/2014	SECRETARIA DE COMUNICACIONES Y TRANSPORTES	5364529	17/10/2014	NOM-012-SCT-2-2014	Respuestas a los comentarios recibidos respecto del Proyecto de Norma Oficial Mexicana PROY-NOM-012-SCT-2-2014, Sobre el peso y dimensiones máximas con los que pueden circular los vehículos de autotransporte que transitan en las vías generales de comunicación de jurisdicción federal, publicado el 11 de junio de 2014. (Continúa de la Tercera Sección)	http://diariooficial.gob.mx/nota_detalle.php?codigo=5364529&fecha=17/10/2014
260861	16/10/2014	COMISION REGULADORA DE ENERGIA	5364263	16/10/2014	NOM-EM-004-SECRE-2014	Norma Oficial Mexicana de Emergencia NOM-EM-004-SECRE-2014, Transporte por medio de ductos de gas licuado de petróleo y otros hidrocarburos líquidos obtenidos de la refinación del petróleo. (Continúa en la Cuarta Sección)	http://diariooficial.gob.mx/nota_detalle.php?codigo=5364263&fecha=16/10/2014
260861	16/10/2014	COMISION REGULADORA DE ENERGIA	5364266	16/10/2014	NOM-EM-004-SECRE-2014	Norma Oficial Mexicana de Emergencia NOM-EM-004-SECRE-2014, Transporte por medio de ductos de gas licuado de petróleo y otros hidrocarburos líquidos obtenidos de la refinación del petróleo. (Continúa de la Tercera Sección)	http://diariooficial.gob.mx/nota_detalle.php?codigo=5364266&fecha=16/10/2014
260841	15/10/2014	SECRETARIA DE AGRICULTURA, GANADERIA, DESARROLLO RURAL, PESCA Y ALIMENTACION	5364111	15/10/2014	NOM-026-FITO-1995	Respuesta a los comentarios y modificaciones efectuadas al Proyecto de Modificación a la Norma Oficial Mexicana NOM-026-FITO-1995, Por la que se establece el control de plagas del algodonero, publicado el 10 de junio de 2014	http://diariooficial.gob.mx/nota_detalle.php?codigo=5364111&fecha=15/10/2014
260821	14/10/2014	SECRETARIA DE COMUNICACIONES Y TRANSPORTES	5363801	14/10/2014	NOM-019-SCT2	Proyecto de Norma Oficial Mexicana PROY-NOM-019-SCT2/2014, Especificaciones técnicas y disposiciones generales para la limpieza y control de remanentes de substancias y residuos peligrosos en las unidades que transportan materiales y residuos peligrosos	http://diariooficial.gob.mx/nota_detalle.php?codigo=5363801&fecha=14/10/2014
260761	09/10/2014	SECRETARIA DE AGRICULTURA, GANADERIA, DESARROLLO RURAL, PESCA Y ALIMENTACION	5363339	09/10/2014	NOM-004- ZOO-1994	Aviso de Cancelación de la Norma Oficial Mexicana NOM-004- ZOO-1994, Grasa, hígado, músculo y ri&ntilde;ón en aves, bovinos, caprinos, cérvidos, equinos, ovinos y porcinos. Residuos tóxicos. Límites máximos permisibles y procedimientos de muestreo. Publicada y modificada, respectivamente, el 11 de agosto de 1994 y el 25 de octubre de 1996	http://diariooficial.gob.mx/nota_detalle.php?codigo=5363339&fecha=09/10/2014
260761	09/10/2014	SECRETARIA DE AGRICULTURA, GANADERIA, DESARROLLO RURAL, PESCA Y ALIMENTACION	5363340	09/10/2014	NOM-010- ZOO-1994	Aviso de Cancelación de la Norma Oficial Mexicana NOM-010- ZOO-1994, Determinación de cobre, plomo y cadmio en hígado, músculo y ri&ntilde;ón de bovinos, equinos, porcinos ovinos y aves por espectrometría de absorción atómica, publicada el 9 de enero de 1995	http://diariooficial.gob.mx/nota_detalle.php?codigo=5363340&fecha=09/10/2014
260761	09/10/2014	SECRETARIA DE AGRICULTURA, GANADERIA, DESARROLLO RURAL, PESCA Y ALIMENTACION	5363341	09/10/2014	NOM-011- ZOO-1994	Aviso de Cancelación de la Norma Oficial Mexicana NOM-011- ZOO-1994, Determinación de sulfonamidas en hígado y músculo de bovinos, ovinos, equinos, porcinos y aves por cromatografía capa fina-densitometría, publicada el 28 de febrero de 1995	http://diariooficial.gob.mx/nota_detalle.php?codigo=5363341&fecha=09/10/2014
260761	09/10/2014	SECRETARIA DE AGRICULTURA, GANADERIA, DESARROLLO RURAL, PESCA Y ALIMENTACION	5363342	09/10/2014	NOM-014- ZOO-1994	Aviso de Cancelación de la Norma Oficial Mexicana NOM-014- ZOO-1994, Determinación de cloranfenicol en músculo de bovinos, equinos, porcinos, ovinos y aves por cromatografía de gases, publicada el 17 de marzo de 1995	http://diariooficial.gob.mx/nota_detalle.php?codigo=5363342&fecha=09/10/2014
