261981	24/12/2014	matutina	TERCERA	PODER EJECUTIVO	SECRETARIA DE AGRICULTURA, GANADERIA, DESARROLLO RURAL, PESCA Y ALIMENTACION	5377271	24/12/2014	Proyecto de Modificaci&oacute;n a la Norma Oficial Mexicana NOM- 036-PESC-2007, Pesca responsable en el Lago de P&aacute;tzcuaro ubicado en el Estado de Michoac&aacute;n. Especificaciones para el aprovechamiento de los recursos pesqueros	http://diariooficial.gob.mx/nota_detalle.php?codigo=5377271&fecha=24/12/2014
261961	23/12/2014	matutina	PRIMERA	PODER EJECUTIVO	SECRETARIA DE AGRICULTURA, GANADERIA, DESARROLLO RURAL, PESCA Y ALIMENTACION	5376954	23/12/2014	Norma Oficial Mexicana NOM-033-SAG/PESC-2014, Pesca responsable en el Sistema Lagunar Champay&aacute;n y R&iacute;o Tames&iacute;, incluyendo las lagunas Chairel y La Escondida, ubicados en el Estado de Tamaulipas. Especificaciones para el aprovechamiento de los recursos pesqueros	http://diariooficial.gob.mx/nota_detalle.php?codigo=5376954&fecha=23/12/2014
261961	23/12/2014	matutina	PRIMERA	PODER EJECUTIVO	SECRETARIA DE AGRICULTURA, GANADERIA, DESARROLLO RURAL, PESCA Y ALIMENTACION	5376955	23/12/2014	Proyecto de Modificaci&oacute;n a la Norma Oficial Mexicana NOM-016-   PESC-1994, Para regular la pesca de lisa y liseta o lebrancha en aguas de jurisdicci&oacute;n federal del Golfo de M&eacute;xico y Mar Caribe, as&iacute; como del Oc&eacute;ano Pac&iacute;fico, incluyendo el Golfo de California	http://diariooficial.gob.mx/nota_detalle.php?codigo=5376955&fecha=23/12/2014
261961	23/12/2014	matutina	PRIMERA	ORGANISMOS DESCONCENTRADOS O DESCENTRALIZADOS	COMISION REGULADORA DE ENERGIA	5376972	23/12/2014	Aviso sobre la autorizaci&oacute;n para el uso de una tecnolog&iacute;a alternativa para el cumplimiento de las finalidades de la Norma Oficial Mexicana NOM-011-SECRE-2000, Gas natural comprimido para uso automotor. Requisitos m&iacute;nimos de seguridad en instalaciones vehiculares	http://diariooficial.gob.mx/nota_detalle.php?codigo=5376972&fecha=23/12/2014
261941	22/12/2014	matutina	CUARTA	PODER EJECUTIVO	SECRETARIA DE MEDIO AMBIENTE Y RECURSOS NATURALES	5376890	22/12/2014	Respuestas a los comentarios recibidos en torno al Proyecto de Norma Oficial Mexicana PROY-NOM-166-SEMARNAT-2014, Control de emisiones atmosf&eacute;ricas en la fundici&oacute;n secundaria de plomo, publicado el 22 de abril de 2014	http://diariooficial.gob.mx/nota_detalle.php?codigo=5376890&fecha=22/12/2014
261941	22/12/2014	matutina	CUARTA	PODER EJECUTIVO	SECRETARIA DE ECONOMIA	5376893	22/12/2014	Proyecto de Norma Oficial Mexicana PROY-NOM-195-SCFI-2014, Productos de hierro y acero&#226;&#147;Especificaciones de Seguridad	http://diariooficial.gob.mx/nota_detalle.php?codigo=5376893&fecha=22/12/2014
261921	19/12/2014	matutina	PRIMERA	PODER EJECUTIVO	SECRETARIA DE ENERGIA	5376677	19/12/2014	Convocatoria a los interesados en obtener la aprobaci&oacute;n como Unidad de Verificaci&oacute;n en la Norma Oficial Mexicana NOM-001-SESH-2014, Plantas de distribuci&oacute;n de Gas L.P. Dise&ntilde;o, construcci&oacute;n y condiciones seguras en su operaci&oacute;n	http://diariooficial.gob.mx/nota_detalle.php?codigo=5376677&fecha=19/12/2014
261921	19/12/2014	matutina	PRIMERA	PODER EJECUTIVO	SECRETARIA DE ENERGIA	5376678	19/12/2014	Nota Aclaratoria a la Norma Oficial Mexicana NOM-010-SESH-2012,   Aparatos dom&eacute;sticos para cocinar alimentos que utilizan Gas L.P. o Gas Natural. Especificaciones y m&eacute;todos de prueba, publicada el 29 de mayo de 2013	http://diariooficial.gob.mx/nota_detalle.php?codigo=5376678&fecha=19/12/2014
261901	18/12/2014	matutina	SEGUNDA	PODER EJECUTIVO	SECRETARIA DE AGRICULTURA, GANADERIA, DESARROLLO RURAL, PESCA Y ALIMENTACION	5376424	18/12/2014	Proyecto de Modificaci&oacute;n a la Norma Oficial Mexicana NOM- 033-ZOO-1995, Sacrificio humanitario de los animales dom&eacute;sticos y silvestres	http://diariooficial.gob.mx/nota_detalle.php?codigo=5376424&fecha=18/12/2014
261881	17/12/2014	matutina	SEGUNDA	PODER EJECUTIVO	SECRETARIA DE MEDIO AMBIENTE Y RECURSOS NATURALES	5376263	17/12/2014	Proyecto de Modificaci&oacute;n a la Norma Oficial Mexicana NOM- 044-SEMARNAT-2006, Que establece los l&iacute;mites m&aacute;ximos permisibles de emisi&oacute;n de hidrocarburos totales, hidrocarburos no metano, mon&oacute;xido de carbono, &oacute;xidos de nitr&oacute;geno y part&iacute;culas provenientes del escape de motores nuevos que usan diesel como combustible y que se utilizar&aacute;n para la propulsi&oacute;n de veh&iacute;culos automotores nuevos con peso bruto vehicular mayor de 3,857 kilogramos	http://diariooficial.gob.mx/nota_detalle.php?codigo=5376263&fecha=17/12/2014
261881	17/12/2014	matutina	SEGUNDA	PODER EJECUTIVO	SECRETARIA DE ECONOMIA	5376266	17/12/2014	Respuestas a los comentarios recibidos al Proyecto de Norma Oficial Mexicana PROY-NOM-193-SCFI-2013, Crema y cremas preparadas-Especificaciones y m&eacute;todos de prueba, publicado el 24 de diciembre de 2013	http://diariooficial.gob.mx/nota_detalle.php?codigo=5376266&fecha=17/12/2014
261862	16/12/2014	matutina	PRIMERA	PODER EJECUTIVO	SECRETARIA DE MEDIO AMBIENTE Y RECURSOS NATURALES	5376036	16/12/2014	Acuerdo por el que se establecen medidas de simplificaci&oacute;n administrativa para la importaci&oacute;n de madera aserrada nueva procedente de los Estados Unidos de Am&eacute;rica o Canad&aacute;, para el cumplimiento de la Norma Oficial Mexicana NOM-016-SEMARNAT-2013, Que regula fitosanitariamente la importaci&oacute;n de madera aserrada nueva	http://diariooficial.gob.mx/nota_detalle.php?codigo=5376036&fecha=16/12/2014
261862	16/12/2014	matutina	PRIMERA	PODER EJECUTIVO	SECRETARIA DE MEDIO AMBIENTE Y RECURSOS NATURALES	5376037	16/12/2014	Acuerdo que reforma, adiciona y deroga diversas disposiciones de la Norma Oficial Mexicana NOM-135-SEMARNAT-2004, Para la regulaci&oacute;n de la captura para investigaci&oacute;n, transporte, exhibici&oacute;n, manejo y manutenci&oacute;n de mam&iacute;feros marinos en cautiverio, publicada el 27 de agosto de 2004	http://diariooficial.gob.mx/nota_detalle.php?codigo=5376037&fecha=16/12/2014
261862	16/12/2014	matutina	PRIMERA	PODER EJECUTIVO	SECRETARIA DE MEDIO AMBIENTE Y RECURSOS NATURALES	5376038	16/12/2014	Proyecto de Modificaci&oacute;n a la Norma Oficial Mexicana NOM- 133-SEMARNAT-2000, Protecci&oacute;n Ambiental-Bifenilos Policlorados (BPCs) Especificaciones de manejo	http://diariooficial.gob.mx/nota_detalle.php?codigo=5376038&fecha=16/12/2014
261862	16/12/2014	matutina	PRIMERA	PODER EJECUTIVO	SECRETARIA DE ENERGIA	5376041	16/12/2014	Respuesta a los comentarios recibidos respecto del Proyecto de Modificaci&oacute;n a la Norma Oficial Mexicana NOM-027-SESH-2010, Administraci&oacute;n de la integridad de ductos de recolecci&oacute;n y transporte de hidrocarburos	http://diariooficial.gob.mx/nota_detalle.php?codigo=5376041&fecha=16/12/2014
261862	16/12/2014	matutina	PRIMERA	PODER EJECUTIVO	SECRETARIA DE COMUNICACIONES Y TRANSPORTES	5376043	16/12/2014	Aviso a todos los usuarios y permisionarios del servicio de autotransporte federal y transporte privado de carga especializada de objetos indivisibles de gran peso y/ o volumen y gr&uacute;as industriales que transiten por caminos y puentes de jurisdicci&oacute;n federal, por el que se hacen de su conocimiento los horarios de operaci&oacute;n que se aplicar&aacute;n en el periodo vacacional comprendido de las 00:00 horas del 19 de diciembre de 2014, a las 23:59 horas del 6 de enero de 2015, de conformidad con el numeral 5.6 de la NOM-040-SCT-2-2012 vigente	http://diariooficial.gob.mx/nota_detalle.php?codigo=5376043&fecha=16/12/2014
261841	15/12/2014	matutina	SEGUNDA	PODER EJECUTIVO	SECRETARIA DE MEDIO AMBIENTE Y RECURSOS NATURALES	5375911	15/12/2014	Acuerdo de Modificaci&oacute;n de la Norma Oficial Mexicana NOM- 085-SEMARNAT-2011, Contaminaci&oacute;n atmosf&eacute;rica-niveles m&aacute;ximos permisibles de emisi&oacute;n de los equipos de combusti&oacute;n de calentamiento indirecto y su medici&oacute;n	http://diariooficial.gob.mx/nota_detalle.php?codigo=5375911&fecha=15/12/2014
261801	11/12/2014	matutina	SEGUNDA	PODER EJECUTIVO	SECRETARIA DE SALUD	5375517	11/12/2014	Norma Oficial Mexicana NOM-257-SSA1-2014, En materia de medicamentos biotecnol&oacute;gicos	http://diariooficial.gob.mx/nota_detalle.php?codigo=5375517&fecha=11/12/2014
261761	10/12/2014	matutina	TERCERA	PODER EJECUTIVO	SECRETARIA DE AGRICULTURA, GANADERIA, DESARROLLO RURAL, PESCA Y ALIMENTACION	5375354	10/12/2014	Norma Oficial Mexicana NOM-034-SAG/PESC-2014, Pesca responsable en el embalse de la presa Emilio Portes Gil (San Lorenzo), ubicada en el Estado de Tamaulipas. Especificaciones para el aprovechamiento de los recursos pesqueros	http://diariooficial.gob.mx/nota_detalle.php?codigo=5375354&fecha=10/12/2014
261761	10/12/2014	matutina	TERCERA	PODER EJECUTIVO	SECRETARIA DE AGRICULTURA, GANADERIA, DESARROLLO RURAL, PESCA Y ALIMENTACION	5375355	10/12/2014	Respuesta a los comentarios y modificaciones efectuadas al Proyecto de Norma Oficial Mexicana PROY-NOM-001-SAG/BIO-2014, Especificaciones generales de etiquetado de organismos gen&eacute;ticamente modificados que sean semillas o material vegetativo destinados a siembra, cultivo y producci&oacute;n agr&iacute;cola, publicado el 28 de mayo de 2014	http://diariooficial.gob.mx/nota_detalle.php?codigo=5375355&fecha=10/12/2014
261722	09/12/2014	matutina	PRIMERA	PODER EJECUTIVO	SECRETARIA DEL TRABAJO Y PREVISION SOCIAL	5375011	09/12/2014	Procedimiento alternativo autorizado por la Secretar&iacute;a del Trabajo y Previsi&oacute;n Social para la Norma Oficial Mexicana NOM-020-STPS-2011, Recipientes sujetos a presi&oacute;n, recipientes criog&eacute;nicos y generadores de vapor o calderas-Funcionamiento-Condiciones de seguridad	http://diariooficial.gob.mx/nota_detalle.php?codigo=5375011&fecha=09/12/2014
261722	09/12/2014	matutina	PRIMERA	PODER EJECUTIVO	SECRETARIA DEL TRABAJO Y PREVISION SOCIAL	5375012	09/12/2014	Procedimiento alternativo autorizado por la Secretar&iacute;a del Trabajo y Previsi&oacute;n Social para la Norma Oficial Mexicana NOM-010-STPS-1999, Condiciones de seguridad e higiene en los centros de trabajo donde se manejen, transporten, procesen o almacenen sustancias qu&iacute;micas capaces de generar contaminaci&oacute;n en el medio ambiente laboral	http://diariooficial.gob.mx/nota_detalle.php?codigo=5375012&fecha=09/12/2014
261722	09/12/2014	matutina	SEGUNDA	PODER EJECUTIVO	SECRETARIA DE SALUD	5375019	09/12/2014	Norma Oficial Mexicana NOM-011-SSA3-2014, Criterios para la atenci&oacute;n de enfermos en situaci&oacute;n terminal a trav&eacute;s de cuidados paliativos	http://diariooficial.gob.mx/nota_detalle.php?codigo=5375019&fecha=09/12/2014
261722	09/12/2014	matutina	TERCERA	PODER EJECUTIVO	SECRETARIA DE AGRICULTURA, GANADERIA, DESARROLLO RURAL, PESCA Y ALIMENTACION	5375048	09/12/2014	Norma Oficial Mexicana NOM-070-SAG/PESC-2014, Pesca responsable en el embalse de la presa La Mu&ntilde;eca, ubicada en el Estado de San Luis Potos&iacute;. Especificaciones para el aprovechamiento de los recursos pesqueros	http://diariooficial.gob.mx/nota_detalle.php?codigo=5375048&fecha=09/12/2014
261701	08/12/2014	matutina	SEGUNDA	PODER EJECUTIVO	SECRETARIA DE AGRICULTURA, GANADERIA, DESARROLLO RURAL, PESCA Y ALIMENTACION	5374639	08/12/2014	Proyecto de Norma Oficial Mexicana NOM-014-SAG/PESC- 2014, Especificaciones para regular el aprovechamiento de almeja generosa (Panopea generosa y Panopea globosa) en aguas de jurisdicci&oacute;n federal del litoral del Oc&eacute;ano Pac&iacute;fico y Golfo de California	http://diariooficial.gob.mx/nota_detalle.php?codigo=5374639&fecha=08/12/2014
261681	05/12/2014	matutina	PRIMERA	PODER EJECUTIVO	SECRETARIA DE AGRICULTURA, GANADERIA, DESARROLLO RURAL, PESCA Y ALIMENTACION	5374444	05/12/2014	Proyecto de Norma Oficial Mexicana NOM-022-SAG/PESC-2014, Para regular el aprovechamiento de las especies de t&uacute;nidos con embarcaciones vareras en aguas de jurisdicci&oacute;n federal de los Estados Unidos Mexicanos	http://diariooficial.gob.mx/nota_detalle.php?codigo=5374444&fecha=05/12/2014
261681	05/12/2014	matutina	PRIMERA	PODER EJECUTIVO	SECRETARIA DE AGRICULTURA, GANADERIA, DESARROLLO RURAL, PESCA Y ALIMENTACION	5374445	05/12/2014	Proyecto de Modificaci&oacute;n a la Norma Oficial Mexicana NOM-007- PESC-1993, Para regular el aprovechamiento de las poblaciones de erizo rojo en aguas de jurisdicci&oacute;n federal del Oc&eacute;ano Pac&iacute;fico de la Costa Oeste de Baja California	http://diariooficial.gob.mx/nota_detalle.php?codigo=5374445&fecha=05/12/2014
261681	05/12/2014	matutina	SEGUNDA	PODER EJECUTIVO	SECRETARIA DE COMUNICACIONES Y TRANSPORTES	5374458	05/12/2014	Respuestas a los comentarios recibidos respecto del Proyecto de Norma Oficial Mexicana PROY-NOM-068-SCT-2-2012, Transporte terrestre-Servicio de autotransporte federal de pasaje, turismo, carga, sus servicios auxiliares y transporte privado-Condiciones f&iacute;sico- mec&aacute;nica y de seguridad para la operaci&oacute;n en v&iacute;as generales de comunicaci&oacute;n de jurisdicci&oacute;n federal, publicado el 22 de marzo de 2013	http://diariooficial.gob.mx/nota_detalle.php?codigo=5374458&fecha=05/12/2014
261661	04/12/2014	matutina	PRIMERA	PODER EJECUTIVO	SECRETARIA DE AGRICULTURA, GANADERIA, DESARROLLO RURAL, PESCA Y ALIMENTACION	5374148	04/12/2014	Proyecto de Modificaci&oacute;n a la Norma Oficial Mexicana NOM-003- PESC-1993, Para regular el aprovechamiento de las especies de sardina monterrey, pi&ntilde;a, crinuda, bocona, japonesa, y de las especies anchoveta y macarela, con embarcaciones de cerco, en aguas de jurisdicci&oacute;n federal del Oc&eacute;ano Pac&iacute;fico, incluyendo el Golfo de California	http://diariooficial.gob.mx/nota_detalle.php?codigo=5374148&fecha=04/12/2014
261565	27/11/2014	matutina	PRIMERA	PODER EJECUTIVO	SECRETARIA DE ENERGIA	5372759	27/11/2014	Norma Oficial Mexicana NOM-022-ENER/SCFI-2014, Eficiencia energ&eacute;tica y requisitos de seguridad al usuario para aparatos de refrigeraci&oacute;n comercial autocontenidos. L&iacute;mites, m&eacute;todos de prueba y etiquetado	http://diariooficial.gob.mx/nota_detalle.php?codigo=5372759&fecha=27/11/2014
261565	27/11/2014	matutina	TERCERA	PODER EJECUTIVO	SECRETARIA DE SALUD	5372776	27/11/2014	Proyecto de Norma Oficial Mexicana PROY-NOM-013-SSA2- 2014, Para la prevenci&oacute;n y control de enfermedades bucales	http://diariooficial.gob.mx/nota_detalle.php?codigo=5372776&fecha=27/11/2014
261504	26/11/2014	matutina	PRIMERA	PODER EJECUTIVO	SECRETARIA DE MEDIO AMBIENTE Y RECURSOS NATURALES	5371998	26/11/2014	Norma Oficial Mexicana NOM-047-SEMARNAT-2014, Que establece las caracter&iacute;sticas del equipo y el procedimiento de medici&oacute;n para la verificaci&oacute;n de los l&iacute;mites de emisi&oacute;n de contaminantes, provenientes de los veh&iacute;culos automotores en circulaci&oacute;n que usan gasolina, gas licuado de petr&oacute;leo, gas natural u otros combustibles alternos	http://diariooficial.gob.mx/nota_detalle.php?codigo=5371998&fecha=26/11/2014
261474	25/11/2014	matutina	SEGUNDA	PODER EJECUTIVO	SECRETARIA DE SALUD	5371546	25/11/2014	Respuesta a los comentarios recibidos respecto del Proyecto de Norma Oficial Mexicana PROY-NOM-257-SSA1-2013, Autorizaci&oacute;n de medicamentos, registro, renovaci&oacute;n y modificaciones, publicado el 6 de mayo de 2013	http://diariooficial.gob.mx/nota_detalle.php?codigo=5371546&fecha=25/11/2014
261421	21/11/2014	matutina	PRIMERA	PODER EJECUTIVO	SECRETARIA DE SALUD	5369071	21/11/2014	Proyecto de Norma Oficial Mexicana PROY-NOM-036-SSA2-2014, Prevenci&oacute;n y control de enfermedades. Aplicaci&oacute;n de vacunas, toxoides, faboter&aacute;picos (sueros) e inmunoglobulinas en el humano	http://diariooficial.gob.mx/nota_detalle.php?codigo=5369071&fecha=21/11/2014
261381	19/11/2014	matutina	PRIMERA	PODER EJECUTIVO	SECRETARIA DE SALUD	5368775	19/11/2014	Respuestas a los comentarios recibidos al Proyecto de Norma Oficial Mexicana PROY-NOM-011-SSA3-2007, Criterios para la atenci&oacute;n de enfermos en fase terminal a trav&eacute;s   de cuidados paliativos, publicado el 22 de diciembre de 2008	http://diariooficial.gob.mx/nota_detalle.php?codigo=5368775&fecha=19/11/2014
261341	14/11/2014	matutina	PRIMERA	PODER EJECUTIVO	SECRETARIA DE COMUNICACIONES Y TRANSPORTES	5368355	14/11/2014	Norma Oficial Mexicana NOM-012-SCT-2-2014, Sobre el peso y dimensiones m&aacute;ximas con los que pueden circular los veh&iacute;culos de autotransporte que transitan en las v&iacute;as generales de comunicaci&oacute;n de jurisdicci&oacute;n federal	http://diariooficial.gob.mx/nota_detalle.php?codigo=5368355&fecha=14/11/2014
261281	11/11/2014	matutina	PRIMERA	PODER EJECUTIVO	SECRETARIA DE SALUD	5367732	11/11/2014	Norma Oficial Mexicana NOM-014-SSA3-2013, Para la asistencia social alimentaria a grupos de riesgo	http://diariooficial.gob.mx/nota_detalle.php?codigo=5367732&fecha=11/11/2014
261241	07/11/2014	matutina	PRIMERA	PODER EJECUTIVO	SECRETARIA DEL TRABAJO Y PREVISION SOCIAL	5367534	07/11/2014	Proyecto de Norma Oficial Mexicana PROY-NOM-018-STPS-2014, Sistema armonizado para la identificaci&oacute;n y comunicaci&oacute;n de peligros y riesgos por sustancias qu&iacute;micas peligrosas en los centros de trabajo	http://diariooficial.gob.mx/nota_detalle.php?codigo=5367534&fecha=07/11/2014
261201	05/11/2014	matutina	SEGUNDA	PODER EJECUTIVO	SECRETARIA DE MEDIO AMBIENTE Y RECURSOS NATURALES	5367196	05/11/2014	Acuerdo por el que se modifica la Norma Oficial Mexicana NOM-161-SEMARNAT-2011, Que establece los criterios para clasificar a los residuos de manejo especial y determinar cu&aacute;les est&aacute;n sujetos a plan de manejo; el listado de los mismos, el procedimiento para la inclusi&oacute;n o exclusi&oacute;n a dicho listado; as&iacute; como los elementos y procedimientos para la formulaci&oacute;n de los planes de manejo	http://diariooficial.gob.mx/nota_detalle.php?codigo=5367196&fecha=05/11/2014
261181	04/11/2014	matutina	PRIMERA	PODER EJECUTIVO	SECRETARIA DEL TRABAJO Y PREVISION SOCIAL	5366837	04/11/2014	Proyecto de Norma Oficial Mexicana PROY-NOM-033-STPS-2014, Condiciones de seguridad para realizar trabajos en espacios confinados	http://diariooficial.gob.mx/nota_detalle.php?codigo=5366837&fecha=04/11/2014
261161	03/11/2014	matutina	PRIMERA	PODER EJECUTIVO	SECRETARIA DE AGRICULTURA, GANADERIA, DESARROLLO RURAL, PESCA Y ALIMENTACION	5366755	03/11/2014	Modificaci&oacute;n a la Norma Oficial Mexicana NOM-026-FITO-1995, Por la que se establece el control de plagas del algodonero	http://diariooficial.gob.mx/nota_detalle.php?codigo=5366755&fecha=03/11/2014
260981	23/10/2014	matutina	PRIMERA	PODER EJECUTIVO	SECRETARIA DE SALUD	5365251	23/10/2014	Respuestas a los comentarios recibidos del Proyecto de Norma Oficial Mexicana PROY-NOM-014-SSA3-2012, Para la asistencia social alimentaria a grupos de riesgo, publicado el 13 de diciembre de 2012	http://diariooficial.gob.mx/nota_detalle.php?codigo=5365251&fecha=23/10/2014
260961	22/10/2014	matutina	PRIMERA	PODER EJECUTIVO	SECRETARIA DE ENERGIA	5365134	22/10/2014	Norma Oficial Mexicana NOM-001-SESH-2014, Plantas de distribuci&oacute;n de Gas L.P. Dise&ntilde;o, construcci&oacute;n y condiciones seguras en su operaci&oacute;n	http://diariooficial.gob.mx/nota_detalle.php?codigo=5365134&fecha=22/10/2014
260941	21/10/2014	matutina	PRIMERA	PODER EJECUTIVO	SECRETARIA DE SALUD	5364816	21/10/2014	Proyecto de Modificaci&oacute;n a la Norma Oficial Mexicana NOM-234- SSA1-2003, Utilizaci&oacute;n de campos cl&iacute;nicos para ciclos cl&iacute;nicos e internado de pregrado, para quedar como: Proyecto de Norma Oficial Mexicana PROY-NOM-033-SSA3-2013, Educaci&oacute;n en Salud. Criterios para la utilizaci&oacute;n de los establecimientos para la atenci&oacute;n m&eacute;dica como campos cl&iacute;nicos para ciclos cl&iacute;nicos e internado de pregrado de la licenciatura en medicina	http://diariooficial.gob.mx/nota_detalle.php?codigo=5364816&fecha=21/10/2014
260881	17/10/2014	matutina	TERCERA	PODER EJECUTIVO	SECRETARIA DE COMUNICACIONES Y TRANSPORTES	5364527	17/10/2014	Respuestas a los comentarios recibidos respecto del Proyecto de Norma Oficial Mexicana PROY-NOM-012-SCT-2-2014, Sobre el peso y dimensiones m&aacute;ximas con los que pueden circular los veh&iacute;culos de autotransporte que transitan en las v&iacute;as generales de comunicaci&oacute;n de jurisdicci&oacute;n federal, publicado el 11 de junio de 2014. (Contin&uacute;a en la Cuarta Secci&oacute;n)	http://diariooficial.gob.mx/nota_detalle.php?codigo=5364527&fecha=17/10/2014
260881	17/10/2014	matutina	CUARTA	PODER EJECUTIVO	SECRETARIA DE COMUNICACIONES Y TRANSPORTES	5364529	17/10/2014	Respuestas a los comentarios recibidos respecto del Proyecto de Norma Oficial Mexicana PROY-NOM-012-SCT-2-2014, Sobre el peso y dimensiones m&aacute;ximas con los que pueden circular los veh&iacute;culos de autotransporte que transitan en las v&iacute;as generales de comunicaci&oacute;n de jurisdicci&oacute;n federal, publicado el 11 de junio de 2014. (Contin&uacute;a de la Tercera Secci&oacute;n)	http://diariooficial.gob.mx/nota_detalle.php?codigo=5364529&fecha=17/10/2014
260861	16/10/2014	matutina	TERCERA	PODER EJECUTIVO	COMISION REGULADORA DE ENERGIA	5364263	16/10/2014	Norma Oficial Mexicana de Emergencia NOM-EM-004-SECRE-2014, Transporte por medio de ductos de gas licuado de petr&oacute;leo y otros hidrocarburos l&iacute;quidos obtenidos de la refinaci&oacute;n del petr&oacute;leo. (Contin&uacute;a en la Cuarta Secci&oacute;n)	http://diariooficial.gob.mx/nota_detalle.php?codigo=5364263&fecha=16/10/2014
